Chr,Start,End,Rep.TSS,Strand,Location,GeneID,TranscriptID
KhC2,7747311,7747381,7747350,-,intergenic,KH.C2.950,KH.C2.950.v1.A.ND1-1
KhS584,30110,30124,30121,+,5UTR,KH.S584.4,KH.S584.4.v1.A.SL1-1
KhC5,3769488,3769549,3769531,+,intergenic,KH.C5.233,KH.C5.233.v1.A.nonSL4-1
KhL96,371533,371680,371623,-,TSS,KH.L96.46,KH.L96.46.v1.A.nonSL6-1
KhL156,59674,59717,59702,+,intergenic,KH.L156.4,KH.L156.4.v1.C.ND1-1
KhS882,10191,10228,10223,+,TSS,KH.S882.2,KH.S882.2.v1.A.nonSL4-1
KhC3,2276515,2276557,2276554,-,intergenic,KH.C3.546,KH.C3.546.v1.C.ND1-1
KhC4,805114,805115,805115,-,TSS,KH.C4.439,KH.C4.439.v1.A.nonSL1-1
KhC10,4101076,4101094,4101078,+,intergenic,KH.C10.168,KH.C10.168.v1.A.ND2-1
KhS404,61219,61265,61246,-,intron,KH.S404.7,KH.S404.7.v1.A.SL1-1
KhS970,14088,14144,14129,+,TSS,KH.S970.5,KH.S970.5.v1.A.nonSL2-1
KhC1,8377037,8377140,8377088,+,TSS,KH.C1.1112,KH.C1.1112.v1.A.nonSL2-1
KhC4,25905,25972,25956,+,intergenic,KH.C4.375,KH.C4.375.v1.A.nonSL2-1
KhC7,3311934,3311981,3311938,+,TAS,KH.C7.234,KH.C7.234.v2.A.SL2-1
KhL18,37340,37405,37388,+,TSS,KH.L18.36,KH.L18.36.v1.A.nonSL14-1
KhS852,2618,2629,2626,-,TSS,KH.S852.6,KH.S852.6.v1.A.nonSL2-1
KhC9,6286254,6286257,6286254,+,intron,KH.C9.328,KH.C9.328.v1.A.ND2-1
KhS215,10818,10929,10929,-,TSS,KH.S215.5,KH.S215.5.v1.A.nonSL9-1
KhC2,2634118,2634143,2634143,-,TSS,KH.C2.642,KH.C2.642.v1.A.nonSL3-2
KhC14,4395538,4395549,4395549,+,TSS,KH.C14.129,KH.C14.129.v1.A.nonSL9-1
KhL14,13544,13628,13628,+,TSS,KH.L14.3,KH.L14.3.v1.A.nonSL2-1
KhC7,91114,91114,91114,+,intergenic,KH.C7.506,KH.C7.506.v1.A.nonSL14-1
KhC8,838772,838775,838775,-,TSS,KH.C8.474,KH.C8.474.v1.A.nonSL2-1
KhC9,1398084,1398116,1398084,-,TSS,KH.C9.360,KH.C9.360.v1.A.nonSL12-1
KhC2,1708527,1708528,1708528,-,intergenic,KH.C2.1008,KH.C2.1008.v1.A.ND1-1
KhL18,128800,128857,128800,-,TSS,KH.L18.40,KH.L18.40.v2.A.nonSL5-1
KhC6,38381,38383,38383,+,intergenic,KH.C6.78,KH.C6.78.v2.A.ND1-2
KhL4,296614,296686,296652,+,TSS,KH.L4.45,KH.L4.45.v1.A.nonSL3-1
KhC8,5481987,5482000,5481993,-,TSS,KH.C8.707,KH.C8.707.v1.A.nonSL2-1
KhL84,1539,1553,1553,-,TSS,KH.L84.7,KH.L84.7.v1.B.nonSL2-1
KhC10,1972066,1972118,1972107,-,5UTR,KH.C10.28,KH.C10.28.v1.A.SL2-1
KhC1,2134343,2134384,2134366,-,TSS,KH.C1.891,KH.C1.891.v1.A.ND1-1
KhC5,210777,210797,210794,-,TSS,KH.C5.56,KH.C5.56.v1.A.nonSL4-1
KhC4,2468695,2468737,2468725,+,TSS,KH.C4.686,KH.C4.686.v1.A.nonSL6-1
KhC4,3104461,3104461,3104461,+,intergenic,KH.C4.122,KH.C4.122.v1.A.ND1-1
KhC3,3843818,3843877,3843863,-,TSS,KH.C3.424,KH.C3.424.v1.A.nonSL15-1
KhC11,3531612,3531704,3531698,+,TSS,KH.C11.184,KH.C11.184.v1.A.nonSL2-1
KhL152,163809,163809,163809,+,intergenic,KH.L152.13,KH.L152.13.v1.B.ND1-1
KhS781,10065,10216,10082,+,TSS,KH.S781.6,KH.S781.6.v1.A.nonSL3-1
KhC1,3661947,3661947,3661947,+,intergenic,KH.C1.95,KH.C1.95.v1.A.ND1-1
KhL107,9789,9906,9875,-,TSS,KH.L107.2,KH.L107.2.v2.A.nonSL17-1
KhS643,23819,23894,23883,+,intron,KH.S643.6,KH.S643.6.v1.B.SL1-1
KhC1,4988831,4988834,4988831,+,TSS,KH.C1.668,KH.C1.668.v1.A.nonSL7-1
KhL34,196868,196917,196914,-,TSS,KH.L34.17,KH.L34.17.v3.A.nonSL10-1
KhL126,6803,6840,6803,-,TSS,KH.L126.13,KH.L126.13.v1.A.nonSL2-1
KhC8,406926,406944,406944,+,TSS,KH.C8.558,KH.C8.558.v3.A.nonSL9-1
KhS1035,1980,2107,1980,-,TSS,KH.S1035.1,KH.S1035.1.v2.A.nonSL6-1
KhC2,5468176,5468237,5468181,-,intergenic,KH.C2.29,KH.C2.29.v3.A.ND2-1
KhC3,1976177,1976214,1976192,-,TSS,KH.C3.587,KH.C3.587.v1.A.ND2-2
KhC4,3073876,3073920,3073876,+,TSS,KH.C4.56,KH.C4.56.v1.A.nonSL2-1
KhC2,7522154,7522167,7522165,-,TSS,KH.C2.146,KH.C2.146.v1.B.ND1-1
KhL18,893920,893932,893921,+,TSS,KH.L18.54,KH.L18.54.v1.A.nonSL7-2
KhC12,4743866,4743912,4743892,+,TSS,KH.C12.624,KH.C12.624.v1.A.nonSL3-1
KhL17,49415,49492,49446,+,TSS,KH.L17.13,KH.L17.13.v1.A.nonSL3-1
KhC12,323386,323474,323454,-,TSS,KH.C12.408,KH.C12.408.v1.B.ND1-1
KhC1,5915764,5915791,5915764,-,5UTR,KH.C1.330,KH.C1.330.v2.A.SL1-1
KhL42,90669,90675,90675,-,5UTR,KH.L42.1,KH.L42.1.v1.A.SL2-1
KhC10,1779349,1779351,1779351,-,intron,KH.C10.249,KH.C10.249.v1.A.SL1-1
KhC2,6829976,6829980,6829976,+,TSS,KH.C2.448,KH.C2.448.v2.A.ND3-1
KhS215,63784,63789,63787,+,intergenic,KH.S215.14,KH.S215.14.v1.A.ND1-1
KhL144,143251,143356,143311,+,intergenic,No_transcripts,No_transcripts
KhC1,3034315,3034315,3034315,+,intergenic,KH.C1.1222,KH.C1.1222.v1.A.ND1-1
KhC2,7148241,7148293,7148290,-,5UTR,KH.C2.512,KH.C2.512.v1.A.SL1-2
KhC12,1918464,1918540,1918527,+,intergenic,KH.C12.295,KH.C12.295.v1.A.ND2-1
KhL154,174703,174706,174706,-,intergenic,KH.L154.4,KH.L154.4.v1.A.ND2-1
KhS1206,5887,5974,5918,-,TSS,KH.S1206.3,KH.S1206.3.v1.A.nonSL14-1
KhL60,45302,45457,45391,+,TSS,KH.L60.7,KH.L60.7.v1.A.nonSL5-1
KhL108,218478,218524,218498,+,TSS,KH.L108.18,KH.L108.18.v1.B.nonSL4-1
KhL96,846851,846885,846885,+,TSS,KH.L96.57,KH.L96.57.v1.A.nonSL2-1
KhC3,2176504,2176550,2176504,+,TSS,KH.C3.253,KH.C3.253.v2.A.ND3-1
KhC4,4800596,4800605,4800602,-,intron,KH.C4.807,KH.C4.807.v1.A.nonSL11-1
KhS605,38764,38796,38782,+,TSS,KH.S605.4,KH.S605.4.v1.C.nonSL1-1
KhC3,5975056,5975061,5975058,+,TSS,KH.C3.302,KH.C3.302.v1.A.nonSL3-1
KhL4,362658,362801,362716,-,intergenic,KH.L4.33,KH.L4.33.v1.C.ND1-1
KhL22,436013,436054,436034,+,TAS,KH.L22.48,KH.L22.48.v1.A.SL1-1
KhL92,88011,88099,88078,+,TSS,KH.L92.4,KH.L92.4.v2.A.nonSL20-1
KhC6,2306290,2306307,2306293,-,intergenic,KH.C6.67,KH.C6.67.v1.A.ND4-1
KhL150,2720,2815,2773,+,5UTR,KH.L150.1,KH.L150.1.v2.A.nonSL4-1
KhC2,6412229,6412289,6412289,+,TSS,KH.C2.658,KH.C2.658.v1.A.nonSL5-1
KhC3,1835716,1835751,1835751,+,intergenic,KH.C3.460,KH.C3.460.v1.A.ND1-1
KhS910,12600,12600,12600,+,TSS,KH.S910.2,KH.S910.2.v5.A.ND1-1
KhS654,24232,24380,24336,-,TSS,KH.S654.4,KH.S654.4.v1.A.nonSL11-1
KhS1735,4514,4572,4523,+,5UTR,KH.S1735.3,KH.S1735.3.v1.A.nonSL7-1
KhC12,1645320,1645350,1645344,+,TSS,KH.C12.532,KH.C12.532.v1.A.ND1-1
KhS1470,3673,3673,3673,-,intergenic,KH.S1470.1,KH.S1470.1.v1.C.ND1-1
KhC2,3823062,3823066,3823066,+,intergenic,KH.C2.285,KH.C2.285.v3.A.ND2-1
KhC1,2796167,2796181,2796178,+,TSS,KH.C1.86,KH.C1.86.v2.A.nonSL9-1
KhC8,6011825,6011856,6011825,-,TSS,KH.C8.248,KH.C8.248.v1.A.nonSL9-1
KhC5,961805,961851,961851,+,intergenic,KH.C5.631,KH.C5.631.v1.A.ND1-1
KhC7,93150,93153,93153,+,TSS,KH.C7.506,KH.C7.506.v1.A.nonSL6-1
KhC2,640438,640453,640445,-,intron,KH.C2.559,KH.C2.559.v1.A.ND1-1
KhC3,2193812,2193844,2193839,+,intergenic,KH.C3.163,KH.C3.163.v3.B.ND1-1
KhL142,51998,52004,52001,+,TSS,KH.L142.9,KH.L142.9.v1.A.nonSL3-1
KhC2,234326,234328,234326,+,intergenic,KH.C2.843,KH.C2.843.v1.A.ND1-1
KhC12,4088780,4088783,4088783,-,intron,KH.C12.453,KH.C12.453.v1.A.nonSL2-1
KhC8,219342,219388,219355,+,TSS,KH.C8.505,KH.C8.505.v1.A.nonSL7-2
KhS555,9909,9972,9927,+,TSS,KH.S555.5,KH.S555.5.v1.A.nonSL4-1
KhS534,8104,8110,8108,-,TSS,KH.S534.7,KH.S534.7.v1.A.nonSL2-1
KhC4,1998671,1998709,1998690,-,TSS,KH.C4.294,KH.C4.294.v1.A.nonSL2-1
KhC11,171487,171584,171498,-,TSS,KH.C11.518,KH.C11.518.v1.A.nonSL3-1
KhS1733,4069,4094,4069,+,intergenic,No_transcripts,No_transcripts
KhC7,3719726,3719834,3719782,-,intergenic,KH.C7.72,KH.C7.72.v1.B.ND1-1
KhC7,467399,467526,467450,-,TSS,KH.C7.483,KH.C7.483.v1.A.ND1-1
KhS1737,3558,3574,3569,-,TSS,KH.S1737.3,KH.S1737.3.v1.A.ND1-1
KhL130,37464,37542,37530,+,TSS,KH.L130.11,KH.L130.11.v1.A.nonSL5-1
KhC14,3222991,3223002,3222991,+,intron,KH.C14.7,KH.C14.7.v1.A.SL2-1
KhS1826,4402,4402,4402,+,intergenic,No_transcripts,No_transcripts
KhL134,4000,4021,4000,-,TSS,KH.L134.14,KH.L134.14.v1.A.nonSL6-1
KhC14,4027257,4027258,4027258,+,intergenic,KH.C14.279,KH.C14.279.v1.A.nonSL3-1
KhC11,2557099,2557121,2557121,+,TSS,KH.C11.169,KH.C11.169.v2.A.nonSL2-1
KhC12,1949126,1949138,1949130,+,TSS,KH.C12.342,KH.C12.342.v1.A.nonSL6-1
KhC2,1600318,1600341,1600336,-,intergenic,KH.C2.618,KH.C2.618.v1.A.nonSL8-1
KhC4,4879321,4879324,4879324,+,TSS,KH.C4.513,KH.C4.513.v1.A.nonSL2-1
KhC4,581320,581324,581324,-,intron,KH.C4.427,KH.C4.427.v1.A.ND1-1
KhS605,40228,40260,40242,-,intergenic,KH.S605.1,KH.S605.1.v1.A.ND1-1
KhC3,3793721,3793722,3793721,-,intergenic,KH.C3.350,KH.C3.350.v2.A.ND1-1
KhC4,1430375,1430379,1430378,-,TSS,KH.C4.579,KH.C4.579.v1.A.nonSL7-1
KhC6,309332,309334,309334,-,TSS,KH.C6.87,KH.C6.87.v1.A.nonSL4-1
KhC14,3603670,3603675,3603670,+,TSS,KH.C14.251,KH.C14.251.v2.A.nonSL3-1
KhC3,6693492,6693521,6693519,-,TSS,KH.C3.577,KH.C3.577.v1.C.nonSL3-1
KhC8,2991083,2991121,2991091,+,TSS,KH.C8.180,KH.C8.180.v1.A.ND2-1
KhS605,17709,17709,17709,+,intergenic,KH.S605.3,KH.S605.3.v1.A.ND1-1
KhS2442,2923,2982,2938,+,intron,KH.S2442.1,KH.S2442.1.v1.B.ND1-1
KhC1,8989880,8989884,8989880,+,TSS,KH.C1.1018,KH.C1.1018.v1.A.ND1-1
KhC8,1245487,1245553,1245528,-,TSS,KH.C8.105,KH.C8.105.v1.A.nonSL8-1
KhC3,1065356,1065477,1065395,+,TSS,KH.C3.780,KH.C3.780.v1.C.nonSL3-2
KhC4,686841,687070,687038,-,TSS,KH.C4.543,KH.C4.543.v1.A.nonSL13-1
KhC6,1750678,1750695,1750687,+,TSS,KH.C6.125,KH.C6.125.v1.A.nonSL7-1
KhC1,8368460,8368518,8368518,+,intergenic,KH.C1.1112,KH.C1.1112.v1.A.ND1-1
KhC13,1100041,1100101,1100041,+,TSS,KH.C13.140,KH.C13.140.v1.A.nonSL6-1
KhS1735,4407,4409,4407,+,TSS,KH.S1735.3,KH.S1735.3.v1.A.nonSL6-1
KhC1,9006194,9006284,9006265,-,intergenic,KH.C1.813,KH.C1.813.v1.A.ND1-1
KhC4,4654541,4654541,4654541,+,intergenic,KH.C4.598,KH.C4.598.v1.A.ND1-1
KhC9,5999506,5999513,5999506,+,intergenic,KH.C9.662,KH.C9.662.v2.A.nonSL5-1
KhC9,765776,765830,765780,+,intergenic,KH.C9.67,KH.C9.67.v1.A.ND1-1
KhC11,4140874,4140874,4140874,+,intron,KH.C11.314,KH.C11.314.v2.A.ND1-1
KhS761,14226,14233,14226,+,TSS,KH.S761.9,KH.S761.9.v1.A.nonSL3-1
KhC10,4549845,4549877,4549850,+,TSS,KH.C10.127,KH.C10.127.v1.B.nonSL2-1
KhC1,3831386,3831449,3831416,+,TSS,KH.C1.304,KH.C1.304.v1.A.ND1-1
KhC8,5232761,5232763,5232761,+,TSS,KH.C8.109,KH.C8.109.v1.A.nonSL6-1
KhS1669,4258,4258,4258,-,intergenic,No_transcripts,No_transcripts
KhL18,626156,626170,626169,+,intergenic,KH.L18.114,KH.L18.114.v2.A.ND2-1
KhC4,1290188,1290222,1290196,-,TSS,KH.C4.129,KH.C4.129.v1.A.ND1-1
KhC10,3387204,3387211,3387211,+,intergenic,KH.C10.580,KH.C10.580.v1.A.ND1-1
KhL153,608745,608745,608745,+,5UTR,KH.L153.90,KH.L153.90.v1.A.ND1-1
KhC1,915698,915766,915750,-,TSS,KH.C1.96,KH.C1.96.v1.A.nonSL26-1
KhC3,31914,31960,31956,-,intron,KH.C3.502,KH.C3.502.v1.A.SL3-1
KhC7,2544611,2544611,2544611,-,5UTR,KH.C7.676,KH.C7.676.v1.C.ND1-1
KhS595,20819,20899,20832,-,TAS,KH.S595.4,KH.S595.4.v1.A.SL2-1
KhL170,629216,629271,629223,+,TSS,KH.L170.31,KH.L170.31.v3.A.ND1-2
KhL40,11255,11255,11255,-,intergenic,KH.L40.27,KH.L40.27.v1.C.ND1-1
KhS781,1279,1328,1328,-,TAS,KH.S781.10,KH.S781.10.v1.C.SL2-1
KhS483,15123,15125,15123,+,TSS,KH.S483.1,KH.S483.1.v1.A.nonSL4-1
KhC7,918719,918742,918723,+,5UTR,KH.C7.786,KH.C7.786.v1.A.ND1-1
KhC14,379520,379621,379613,+,TSS,KH.C14.351,KH.C14.351.v1.A.nonSL4-1
KhC8,4582668,4582778,4582706,-,TSS,KH.C8.162,KH.C8.162.v1.A.ND1-1
KhC2,7439261,7439261,7439261,-,intergenic,KH.C2.992,KH.C2.992.v1.A.nonSL2-1
KhL63,203181,203182,203181,-,intergenic,KH.L63.20,KH.L63.20.v1.C.ND1-1
KhC3,1657761,1657857,1657857,+,5UTR,KH.C3.606,KH.C3.606.v2.C.ND2-1
KhC8,4795765,4795766,4795766,+,intergenic,KH.C8.686,KH.C8.686.v1.A.ND1-1
KhC12,5307793,5307868,5307793,+,TSS,KH.C12.617,KH.C12.617.v1.A.ND1-1
KhC14,3898904,3898909,3898909,+,TAS,KH.C14.427,KH.C14.427.v1.A.SL1-1
KhC11,3582481,3582484,3582484,-,TSS,KH.C11.643,KH.C11.643.v1.A.nonSL7-1
KhC9,1325551,1325578,1325578,-,TSS,KH.C9.317,KH.C9.317.v2.A.nonSL26-1
KhC9,6184012,6184014,6184012,+,intergenic,KH.C9.5,KH.C9.5.v1.A.nonSL3-1
KhC2,2900261,2900261,2900261,-,TSS,KH.C2.278,KH.C2.278.v1.A.nonSL3-1
KhC5,775394,775415,775397,+,intergenic,KH.C5.225,KH.C5.225.v2.B.nonSL4-2
KhC7,572729,572730,572729,-,TSS,KH.C7.70,KH.C7.70.v2.C.nonSL1-1
KhS389,48167,48221,48167,+,TSS,KH.S389.4,KH.S389.4.v1.A.nonSL1-1
KhC3,1796310,1796335,1796329,-,intergenic,KH.C3.463,KH.C3.463.v1.C.ND1-1
KhS424,21969,21972,21972,-,intergenic,KH.S424.3,KH.S424.3.v1.A.ND1-1
KhC5,598644,598675,598667,+,TAS,KH.C5.483,KH.C5.483.v5.A.SL9-1
KhL18,595771,595805,595771,-,TSS,KH.L18.103,KH.L18.103.v1.A.nonSL2-1
KhC3,4739341,4739344,4739344,+,TSS,KH.C3.8,KH.C3.8.v1.A.nonSL1-1
KhC1,7650071,7650111,7650074,-,intergenic,KH.C1.547,KH.C1.547.v1.A.ND2-1
KhC4,2915620,2915629,2915627,-,TSS,KH.C4.550,KH.C4.550.v1.A.nonSL3-1
KhC7,3988369,3988369,3988369,-,TSS,KH.C7.570,KH.C7.570.v1.C.ND1-1
KhC4,1498814,1498845,1498827,+,TSS,KH.C4.233,KH.C4.233.v1.A.nonSL4-1
KhC9,1385680,1385704,1385704,+,intergenic,KH.C9.325,KH.C9.325.v1.A.nonSL9-1
KhC3,4574164,4574165,4574165,+,intron,KH.C3.117,KH.C3.117.v2.C.SL2-1
KhS1820,4549,4556,4549,+,intergenic,No_transcripts,No_transcripts
KhC9,4384730,4384794,4384766,-,TSS,KH.C9.776,KH.C9.776.v1.A.nonSL7-1
KhC14,1962032,1962084,1962051,+,TSS,KH.C14.615,KH.C14.615.v1.A.nonSL11-1
KhC7,1529218,1529241,1529218,+,TSS,KH.C7.782,KH.C7.782.v1.A.nonSL7-1
KhC9,1003957,1003957,1003957,-,intergenic,KH.C9.855,KH.C9.855.v1.A.ND1-1
KhS388,48240,48253,48240,+,intergenic,KH.S388.3,KH.S388.3.v1.B.ND1-1
KhC11,3552266,3552357,3552305,-,intergenic,KH.C11.66,KH.C11.66.v1.A.ND1-1
KhC1,8671947,8672003,8672003,+,TSS,KH.C1.227,KH.C1.227.v1.A.nonSL7-1
KhC2,2809795,2809800,2809795,+,intron,KH.C2.251,KH.C2.251.v3.A.SL4-1
KhC2,3453448,3453453,3453451,+,intron,KH.C2.163,KH.C2.163.v1.A.ND1-1
KhC14,3262620,3262632,3262628,+,TSS,KH.C14.191,KH.C14.191.v3.A.nonSL10-1
KhC9,5450667,5450718,5450674,+,TSS,KH.C9.434,KH.C9.434.v1.A.nonSL2-1
KhL20,519140,519260,519179,+,5UTR,KH.L20.3,KH.L20.3.v1.A.SL4-1
KhC2,4636994,4637027,4636994,+,intergenic,KH.C2.85,KH.C2.85.v1.A.ND1-1
KhC11,223471,223546,223471,+,TSS,KH.C11.341,KH.C11.341.v1.A.nonSL2-1
KhC11,274216,274233,274223,+,TSS,KH.C11.65,KH.C11.65.v1.A.nonSL17-1
KhC5,4841592,4841592,4841592,+,TSS,KH.C5.407,KH.C5.407.v1.A.nonSL9-1
KhC4,5367951,5368025,5368019,-,intergenic,KH.C4.412,KH.C4.412.v1.A.ND1-1
KhC3,3940759,3940789,3940759,+,TSS,KH.C3.860,KH.C3.860.v1.C.nonSL9-1
KhC8,3951791,3951858,3951819,-,TSS,KH.C8.222,KH.C8.222.v3.A.ND3-1
KhC5,640887,640929,640887,-,TAS,KH.C5.45,KH.C5.45.v2.A.SL6-1
KhC4,3781404,3781466,3781414,+,TSS,KH.C4.293,KH.C4.293.v1.A.ND1-1
KhC10,2172606,2172612,2172607,+,TSS,KH.C10.227,KH.C10.227.v1.A.nonSL1-1
KhC12,2856079,2856086,2856081,+,TSS,KH.C12.389,KH.C12.389.v1.C.nonSL2-1
KhC9,3653214,3653242,3653242,+,TSS,KH.C9.226,KH.C9.226.v1.A.nonSL4-1
KhC5,877099,877145,877127,+,TSS,KH.C5.181,KH.C5.181.v1.A.nonSL3-1
KhC12,2819868,2819893,2819879,+,5UTR,KH.C12.68,KH.C12.68.v1.A.ND1-1
KhC6,623708,623708,623708,+,intergenic,KH.C6.166,KH.C6.166.v1.B.ND1-1
KhL170,178948,178986,178975,+,TSS,KH.L170.2,KH.L170.2.v1.A.nonSL2-1
KhC1,8146650,8146733,8146689,+,TSS,KH.C1.753,KH.C1.753.v1.A.nonSL2-1
KhL60,44531,44561,44539,-,TSS,KH.L60.3,KH.L60.3.v1.A.nonSL11-1
KhC1,1306788,1306832,1306809,-,TSS,KH.C1.82,KH.C1.82.v1.A.nonSL5-1
KhL152,86702,86709,86706,-,intron,KH.L152.28,KH.L152.28.v2.A.SL1-1
KhC1,7244166,7244222,7244198,-,TSS,KH.C1.171,KH.C1.171.v1.A.nonSL13-1
KhC7,2192611,2192624,2192624,-,TSS,KH.C7.51,KH.C7.51.v1.C.nonSL2-1
KhC1,9848125,9848154,9848128,+,TSS,KH.C1.681,KH.C1.681.v1.A.nonSL7-1
KhC1,629022,629055,629038,-,intergenic,KH.C1.568,KH.C1.568.v2.A.ND1-1
KhC10,2201239,2201262,2201239,+,TSS,KH.C10.506,KH.C10.506.v1.A.nonSL7-1
KhS930,5178,5186,5186,+,TSS,KH.S930.2,KH.S930.2.v1.A.nonSL7-1
KhL9,73903,73945,73935,-,TSS,KH.L9.5,KH.L9.5.v1.A.nonSL5-1
KhC3,4538692,4538733,4538697,+,5UTR,KH.C3.726,KH.C3.726.v2.A.SL4-1
KhC7,5131111,5131128,5131125,-,intergenic,KH.C7.148,KH.C7.148.v1.C.ND1-1
KhS1448,8187,8217,8210,+,intergenic,No_transcripts,No_transcripts
KhL53,108063,108107,108099,-,TSS,KH.L53.4,KH.L53.4.v1.A.nonSL3-1
KhC9,1124412,1124456,1124412,-,intron,KH.C9.244,KH.C9.244.v1.A.SL2-1
KhC3,2080921,2080933,2080933,-,intergenic,KH.C3.99,KH.C3.99.v1.A.nonSL2-1
KhC12,108333,108337,108333,+,TSS,KH.C12.46,KH.C12.46.v1.A.nonSL1-1
KhC7,5204397,5204480,5204445,-,intron,KH.C7.361,KH.C7.361.v1.A.SL3-1
KhC4,2268203,2268206,2268206,-,TSS,KH.C4.53,KH.C4.53.v1.A.nonSL3-1
KhL10,245671,245676,245674,-,TSS,KH.L10.10,KH.L10.10.v2.A.nonSL11-1
KhC3,4102307,4102307,4102307,-,intergenic,KH.C3.952,KH.C3.952.v1.A.nonSL2-1
KhL87,282522,282572,282553,-,intron,KH.L87.48,KH.L87.48.v1.B.nonSL3-1
KhC11,2785137,2785137,2785137,-,intron,KH.C11.717,KH.C11.717.v1.C.ND1-1
KhC13,641832,641872,641832,+,TSS,KH.C13.31,KH.C13.31.v1.A.nonSL4-1
KhC9,4196856,4196889,4196881,+,TSS,KH.C9.566,KH.C9.566.v1.A.nonSL5-1
KhL18,439762,439790,439762,+,TSS,KH.L18.11,KH.L18.11.v1.A.ND1-1
KhC14,3585493,3585544,3585531,-,TSS,KH.C14.298,KH.C14.298.v1.C.nonSL8-1
KhC1,8862766,8862766,8862766,-,intergenic,KH.C1.323,KH.C1.323.v1.A.ND1-1
KhS854,9115,9140,9123,+,5UTR,KH.S854.2,KH.S854.2.v1.A.nonSL6-2
KhS391,40754,40769,40767,-,intron,KH.S391.7,KH.S391.7.v1.A.ND1-1
KhL4,284013,284024,284020,+,TSS,KH.L4.36,KH.L4.36.v1.A.nonSL5-1
KhC7,2394424,2394424,2394424,+,intergenic,KH.C7.523,KH.C7.523.v1.A.nonSL2-1
KhS584,17399,17407,17402,+,intron,KH.S584.7,KH.S584.7.v1.B.ND1-1
KhC11,4089100,4089104,4089104,+,intron,KH.C11.563,KH.C11.563.v2.A.nonSL2-1
KhC13,636647,636647,636647,-,intergenic,KH.C13.83,KH.C13.83.v1.C.ND1-1
KhL129,9902,9904,9904,-,TSS,KH.L129.7,KH.L129.7.v1.A.nonSL4-1
KhC11,4428375,4428385,4428376,-,intergenic,KH.C11.704,KH.C11.704.v1.A.ND1-1
KhC10,3911394,3911394,3911394,-,intron,KH.C10.579,KH.C10.579.v1.A.SL1-1
KhC8,5571497,5571541,5571507,-,TSS,KH.C8.405,KH.C8.405.v1.A.nonSL8-1
KhC12,3380547,3380590,3380576,-,intergenic,KH.C12.501,KH.C12.501.v1.A.ND1-1
KhC9,2726750,2726806,2726806,-,TSS,KH.C9.723,KH.C9.723.v1.A.nonSL4-1
KhC2,226000,226000,226000,+,intergenic,KH.C2.799,KH.C2.799.v1.A.ND1-1
KhC7,453596,453620,453615,+,TSS,KH.C7.751,KH.C7.751.v1.A.nonSL2-1
KhL41,167161,167195,167179,+,TSS,KH.L41.40,KH.L41.40.v1.A.ND1-1
KhL58,34057,34089,34077,+,intron,KH.L58.5,KH.L58.5.v1.B.SL2-1
KhC11,3330577,3330586,3330580,+,intergenic,KH.C11.43,KH.C11.43.v1.B.ND2-1
KhC8,398765,398864,398836,-,TSS,KH.C8.402,KH.C8.402.v1.A.ND2-2
KhS424,20525,20576,20555,-,TSS,KH.S424.3,KH.S424.3.v1.A.nonSL5-1
KhC4,2315484,2315573,2315523,-,intergenic,KH.C4.568,KH.C4.568.v1.A.nonSL2-1
KhC5,3218837,3218845,3218845,-,TSS,KH.C5.415,KH.C5.415.v1.A.nonSL23-1
KhC7,4790523,4790523,4790523,+,TSS,KH.C7.466,KH.C7.466.v1.A.nonSL2-1
KhC1,9707250,9707298,9707277,-,TSS,KH.C1.835,KH.C1.835.v1.A.nonSL7-1
KhL116,386104,386138,386115,+,TSS,KH.L116.58,KH.L116.58.v1.A.nonSL5-1
KhC3,719541,719541,719541,-,TSS,KH.C3.438,KH.C3.438.v2.A.ND2-1
KhC6,339307,339414,339411,-,TSS,KH.C6.132,KH.C6.132.v5.A.nonSL18-1
KhL154,279157,279157,279157,+,TSS,KH.L154.39,KH.L154.39.v1.A.nonSL11-1
KhC12,398619,398620,398620,+,TSS,KH.C12.188,KH.C12.188.v1.A.nonSL4-1
KhC5,3976149,3976149,3976149,+,TSS,KH.C5.548,KH.C5.548.v1.A.nonSL1-1
KhS2051,311,319,311,+,TSS,KH.S2051.1,KH.S2051.1.v1.A.ND1-1
KhC1,6706091,6706181,6706152,-,TSS,KH.C1.438,KH.C1.438.v1.A.nonSL4-1
KhC7,451320,451323,451320,+,intergenic,KH.C7.404,KH.C7.404.v1.A.ND1-1
KhS2353,1096,1098,1098,+,TSS,KH.S2353.1,KH.S2353.1.v1.A.nonSL1-1
KhC8,799194,799198,799196,+,intergenic,KH.C8.171,KH.C8.171.v1.A.ND1-1
KhC2,5911598,5911622,5911598,+,TSS,KH.C2.848,KH.C2.848.v1.A.ND1-1
KhC10,1087698,1087698,1087698,+,TSS,KH.C10.101,KH.C10.101.v1.A.nonSL7-1
KhC14,3454450,3454491,3454491,+,TSS,KH.C14.389,KH.C14.389.v1.A.nonSL18-1
KhC9,2764356,2764392,2764392,+,TSS,KH.C9.138,KH.C9.138.v1.A.nonSL2-1
KhC3,4256222,4256222,4256222,-,intron,KH.C3.453,KH.C3.453.v1.A.SL1-1
KhC1,8018919,8018936,8018936,-,intergenic,KH.C1.811,KH.C1.811.v1.A.ND1-1
KhC3,545520,545552,545534,+,intron,KH.C3.882,KH.C3.882.v1.A.SL2-1
